order_id,product_name,category,brand,color,size,gender,material,season,unit_price,discount,quantity,total_sales,order_date,shipping_date,region,payment_method,order_status,customer_rating,return_reason,invalid_price_flag,invalid_quantity_flag,calculated_Revenue,year,month,day,invalid_date_flag
ORD-55169,Dress,Dress,Levi'S,Red,Small,Kids,Denim,Spring,217.81,0.41,18.0,2313.14,2023-02-09,2024-10-05,Tunis,Online,Processing,2.8,,False,False,3919.99,2023.0,2.0,Thursday,False
ORD-91640,Skirt,Skirt,Forever21,Yellow,Extra Small,Female,Linen,Spring,196.74,0.02,2.0,385.61,2022-07-22,2023-02-28,Casablanca,Debit Card,Processing,1.3,Defective,False,False,392.5,,,,False
ORD-82385,Sweater,Sweater,Forever21,Blue,Extra Extra Large,Female,Polyester,Spring,434.94,0.46,9.0,2113.81,2022-02-01,2022-02-05,Casablanca,Installment,Processing,3.3,,False,False,3913.92,2022.0,2.0,Tuesday,False
ORD-57607,Shorts,Shorts,Levi'S,White,Medium,Female,Cotton,Winter,420.05,0.24,2.0,638.48,2023-06-24,2023-08-07,Riyadh,Credit Card,Pending,4.2,Late Delivery,False,False,839.34,2023.0,6.0,Saturday,False
ORD-33092,Sweater,Sweater,Nike,UnKnown,Medium,Female,Silk,Summer,25.11,0.24,5.0,95.42,2024-02-19,2024-02-25,Casablanca,Installment,Delivered,2.3,,False,False,124.78999999999999,2024.0,2.0,Monday,False
ORD-18472,Coat,Coat,Mango,Brown,Large,Female,Nylon,Spring,313.02,0.15,11.0,2926.74,2022-10-04,2022-10-16,Riyadh,Installment,Cancelled,4.9,Changed Mind,False,False,3442.37,2022.0,10.0,Tuesday,False
ORD-32500,Sweater,Sweater,Gucci,Brown,Extra Extra Large,Kids,Silk,Summer,365.61,0.38,13.0,2946.82,2023-08-02,2023-12-02,Cairo,Cash,Returned,4.3,,False,False,4752.31,2023.0,8.0,Wednesday,False
ORD-62208,Jacket,Jacket,Nike,Green,Small,Female,Denim,Spring,243.03562104022396,0.06,4.0,874.73,2023-12-02,2023-12-06,Cairo,Debit Card,Delivered,3.9,Wrong Size,False,False,971.2024841608958,2023.0,12.0,Saturday,False
ORD-18946,Blazer,Blazer,Forever21,Pink,Small,Male,Silk,Winter,481.3,0.35,12.0,3754.14,2022-06-06,2024-10-05,Dubai,Credit Card,Delivered,4.9,,False,False,5774.950000000001,2022.0,6.0,Monday,False
ORD-70114,Coat,Coat,Uniqlo,Yellow,Extra Large,Male,Wool,Spring,391.91,0.46,11.0,2327.95,2022-10-02,2024-10-05,Alexandria,Online,Delivered,4.7,Late Delivery,False,False,4310.47,2022.0,10.0,Sunday,False
ORD-71601,Jacket,Jacket,Zara,White,Extra Large,Female,Linen,Winter,407.0,0.13,4.0,1417.68,2024-07-21,2024-08-01,Alexandria,Cash,Delivered,0.0,Defective,False,False,1627.13,2024.0,7.0,Sunday,False
ORD-39984,Blazer,Blazer,Nike,White,Large,Unisex,Linen,Summer,333.52,0.42,7.0,1354.09,2024-11-19,2024-11-30,Alexandria,Credit Card,Delivered,1.8,,False,False,2334.06,2024.0,11.0,Tuesday,False
ORD-88766,Dress,Dress,Forever21,Brown,Extra Large,Unisex,Denim,Winter,219.19,0.45,14.0,1687.76,2023-06-03,2023-12-03,Cairo,Credit Card,Processing,0.0,Defective,False,False,3068.1099999999997,2023.0,6.0,Saturday,False
ORD-86198,Hoodie,Hoodie,H&M,Purple,Extra Extra Large,Male,Linen,Autumn,278.14,0.38,15.0,2586.7,2022-07-22,2022-08-16,Doha,Installment,Cancelled,4.5,,False,False,4171.48,,,,False
ORD-28584,Dress,Dress,H&M,Purple,Small,Male,Leather,Spring,269.48,0.0,11.0,-2193.57,2023-03-16,2024-10-05,Amman,Credit Card,Returned,1.1,Defective,False,False,2963.28,2023.0,3.0,Thursday,False
ORD-28978,Hoodie,Hoodie,Levi'S,Pink,Small,Unisex,Silk,Autumn,243.03562104022396,0.39,14.0,954.69,2024-08-20,2024-08-28,Cairo,Credit Card,Returned,3.8,,False,False,3401.8886945631352,2024.0,8.0,Tuesday,False
ORD-40062,Hoodie,Hoodie,H&M,Blue,Small,Unisex,Linen,Winter,274.85,0.07,16.0,4089.77,2022-01-04,2022-01-18,Tunis,Credit Card,Returned,3.5,Wrong Size,False,False,4396.67,2022.0,1.0,Tuesday,False
ORD-69815,Hoodie,Hoodie,Puma,Black,Extra Extra Large,Male,Leather,Summer,425.64,0.14,3.0,1098.15,2023-04-17,2023-04-21,Tunis,Credit Card,Pending,2.4,Defective,False,False,1276.0600000000002,2023.0,4.0,Monday,False
ORD-97252,Skirt,Skirt,Gucci,Grey,Extra Extra Large,Kids,Silk,Summer,200.89,0.3,10.0,1406.23,2023-05-19,2023-05-20,Casablanca,Credit Card,Cancelled,4.4,,False,False,2008.1999999999998,2023.0,5.0,Friday,False
ORD-83280,T-Shirt,T-Shirt,Nike,White,Extra Small,Female,Polyester,Autumn,387.69,0.0,3.0,1151.44,2022-07-22,2023-06-11,Kuwait,Debit Card,Cancelled,1.7,,False,False,1162.07,,,,False
ORD-12841,Dress,Dress,Puma,Purple,Extra Small,Female,Silk,Summer,319.11,0.46,10.0,1723.19,2022-05-22,2022-05-23,Dubai,Debit Card,Returned,3.4,Changed Mind,False,False,3190.5600000000004,2022.0,5.0,Sunday,False
ORD-99543,Jacket,Jacket,H&M,White,Small,Kids,Silk,Summer,158.24,0.33,6.0,636.12,2022-07-22,2023-05-06,Casablanca,Credit Card,Processing,2.5,,False,False,948.7700000000001,,,,False
ORD-58802,Coat,Coat,Zara,Brown,Large,Female,Linen,Autumn,74.3,0.32,16.0,808.38,2023-04-01,2023-12-01,Dubai,Credit Card,Delivered,4.7,,False,False,1188.12,2023.0,4.0,Saturday,False
ORD-23619,Sweater,Sweater,Levi'S,Grey,Extra Extra Large,Female,Silk,Autumn,15.18,0.0,3.0,45.54,2022-07-20,2022-07-29,Dubai,Debit Card,Processing,1.0,,False,False,44.54,2022.0,7.0,Wednesday,False
ORD-47899,Dress,Dress,Levi'S,Grey,Large,Unisex,Silk,Autumn,411.51,0.45,3.0,678.99,2023-12-02,2024-10-05,Tunis,Online,Processing,2.2,,False,False,1233.98,2023.0,12.0,Saturday,False
ORD-98596,Shorts,Shorts,Mango,Pink,Large,Kids,Denim,Summer,415.28,0.28,7.0,2093.01,2024-01-02,2024-01-16,Riyadh,Installment,Cancelled,3.9,,False,False,2906.2400000000002,2024.0,1.0,Tuesday,False
ORD-17655,Hoodie,Hoodie,Nike,Green,Small,Male,Nylon,Summer,253.41,0.38,15.0,2356.71,2023-05-31,2024-10-05,Amman,Credit Card,Delivered,2.7,Late Delivery,False,False,3800.53,2023.0,5.0,Wednesday,False
ORD-40907,Jeans,Jeans,Adidas,UnKnown,Extra Small,Female,Cotton,Winter,160.63,0.18,6.0,790.3,2022-07-22,2024-10-05,Kuwait,Online,Returned,3.2,Wrong Size,False,False,962.9599999999999,,,,False
ORD-44475,Blazer,Blazer,Mango,Purple,Extra Extra Large,Kids,Silk,Spring,243.03562104022396,0.0,5.0,71.76,2023-07-05,2023-07-15,Alexandria,Debit Card,Delivered,2.5,Defective,False,False,1214.1781052011197,2023.0,7.0,Wednesday,False
ORD-79271,Jeans,Jeans,Levi'S,Red,Extra Small,Female,Silk,Autumn,424.7,0.0,7.0,2972.9,2023-08-20,2024-10-05,Casablanca,Cash,Cancelled,0.0,Wrong Size,False,False,2971.9,2023.0,8.0,Sunday,False
ORD-99077,Jeans,Jeans,Zara,Blue,Large,Unisex,Cotton,Autumn,336.59,0.0,11.0,3591.42,2023-01-06,2024-10-05,Doha,Debit Card,Pending,2.7,,False,False,3701.49,2023.0,1.0,Friday,False
ORD-40304,Coat,Coat,Adidas,Yellow,Extra Extra Large,Unisex,Nylon,Spring,451.37,0.5,4.0,902.74,2022-04-12,2022-04-16,Cairo,Online,Delivered,4.6,,False,False,1804.98,2022.0,4.0,Tuesday,False
ORD-68319,Hoodie,Hoodie,Mango,Green,Large,Kids,Nylon,Spring,269.95,0.24,8.0,1641.3,2022-04-19,2022-04-29,Casablanca,Credit Card,Cancelled,2.2,,False,False,2158.8399999999997,2022.0,4.0,Tuesday,False
ORD-10710,Coat,Coat,Mango,White,Large,Male,Polyester,,165.67,0.0,7.0,1159.69,2023-12-25,2024-10-05,Dubai,Cash,Processing,4.8,,False,False,1158.6899999999998,2023.0,12.0,Monday,False
ORD-51831,T-Shirt,Tshirts,Gucci,UnKnown,Small,Female,Leather,Autumn,335.26,0.44,17.0,3191.68,2022-02-04,2024-10-05,Tunis,Online,Cancelled,2.3,Changed Mind,False,False,5698.86,2022.0,2.0,Friday,False
ORD-18259,Jacket,Jacket,Puma,Yellow,Extra Small,Male,Nylon,Spring,375.64,0.14,16.0,,2024-02-07,2024-07-13,Tunis,Debit Card,Pending,3.0,,False,False,6009.38,2024.0,2.0,Wednesday,False
ORD-27536,Hoodie,Hoodie,Uniqlo,Pink,Extra Large,Male,Silk,Spring,114.21,0.45,17.0,1067.86,2024-06-12,2024-06-19,Casablanca,Online,Delivered,4.3,Wrong Size,False,False,1941.02,2024.0,6.0,Wednesday,False
ORD-79381,Shorts,Shorts,Forever21,Brown,Large,Male,Cotton,Winter,218.28,0.4,3.0,392.9,2022-11-16,2024-10-05,Riyadh,Online,Delivered,2.2,Changed Mind,False,False,654.24,2022.0,11.0,Wednesday,False
ORD-11534,Blazer,Blazer,Puma,Green,Medium,Unisex,Polyester,Summer,468.24,0.22,11.0,4017.5,2024-10-31,2024-11-13,Riyadh,Online,Pending,4.7,Wrong Size,False,False,5149.860000000001,2024.0,10.0,Thursday,False
ORD-69655,Shorts,Shorts,Forever21,Purple,Large,Kids,Denim,,421.57,0.34,13.0,,2024-09-01,2024-10-05,Amman,Debit Card,Pending,3.3,,False,False,5479.75,2024.0,9.0,Sunday,False
ORD-34438,Coat,Coat,Mango,Brown,Large,Male,Denim,Autumn,356.25,0.41,8.0,1681.5,2022-07-22,2024-05-06,Dubai,Installment,Processing,4.0,,False,False,2849.41,,,,False
ORD-98309,Jeans,Jeans,Nike,Green,Extra Large,Kids,Wool,Winter,483.21,0.07,5.0,2246.93,2024-08-16,2024-10-05,Amman,Cash,Returned,3.7,,False,False,2415.12,2024.0,8.0,Friday,False
ORD-98409,Hoodie,Hoodie,Levi'S,Purple,Extra Extra Large,Unisex,Wool,Summer,442.88,0.16,2.0,744.04,2023-03-28,2023-04-11,Kuwait,Debit Card,Pending,2.0,,False,False,884.92,2023.0,3.0,Tuesday,False
ORD-86335,Shorts,Shorts,Mango,Brown,Large,Female,Linen,Winter,113.11,0.44,4.0,,2023-07-23,2023-08-02,Cairo,Online,Returned,1.2,,False,False,451.88,2023.0,7.0,Sunday,False
ORD-24583,Jeans,Jeans,Zara,UnKnown,Large,Female,Wool,Winter,240.39,0.36,15.0,2307.74,2022-01-28,2022-02-02,Dubai,Installment,Cancelled,4.1,Defective,False,False,3605.21,2022.0,1.0,Friday,False
ORD-94914,Sweater,Sweater,Uniqlo,Purple,Medium,Male,Wool,Summer,122.93,0.14,9.0,-951.48,2022-07-22,2024-04-12,Amman,Online,Returned,1.1,,False,False,1105.5100000000002,,,,False
ORD-90518,Shorts,Shorts,Forever21,UnKnown,Extra Large,Kids,Nylon,Summer,444.2,0.04,9.0,3837.89,2023-08-24,2024-10-05,Alexandria,Installment,Delivered,1.6,,False,False,3996.8399999999997,2023.0,8.0,Thursday,False
ORD-58176,Shorts,Shorts,Uniqlo,Purple,Large,Kids,Wool,Spring,144.37,0.42,8.0,669.88,2024-02-20,2024-03-01,Tunis,Online,Delivered,2.6,,False,False,1154.38,2024.0,2.0,Tuesday,False
ORD-37534,Coat,Coat,Mango,Green,Medium,Female,Nylon,Winter,243.03562104022396,0.42,9.0,,2023-07-20,2023-07-22,Casablanca,Credit Card,Cancelled,4.6,,False,False,2186.7405893620157,2023.0,7.0,Thursday,False
ORD-90267,Shorts,Shorts,Nike,Brown,Medium,Female,Cotton,Autumn,83.54,0.21,12.0,791.96,2022-03-22,2022-03-26,Casablanca,Credit Card,Cancelled,1.6,,False,False,1001.69,2022.0,3.0,Tuesday,False
ORD-76465,Hoodie,Hoodie,H&M,Green,Small,Unisex,Cotton,Autumn,341.84,0.03,17.0,5636.94,2023-10-22,2023-10-25,Amman,Credit Card,Pending,2.3,,False,False,5810.3099999999995,2023.0,10.0,Sunday,False
ORD-63471,Skirt,Skirt,Zara,Yellow,Extra Extra Large,Female,Wool,Spring,125.08,0.34,18.0,1485.95,2024-02-27,2024-07-03,Amman,Cash,Delivered,3.9,Defective,False,False,2250.78,2024.0,2.0,Tuesday,False
ORD-74740,Shorts,Shorts,Adidas,Yellow,Small,Kids,Linen,Autumn,448.2,0.21,11.0,,2022-07-22,2024-05-03,Cairo,Credit Card,Pending,3.7,,False,False,4929.41,,,,False
ORD-95658,Hoodie,Hoodie,Levi'S,Red,Extra Large,Female,Polyester,,192.62,0.43,13.0,,2024-11-15,2024-11-16,Beirut,Debit Card,Delivered,3.2,,False,False,2503.49,2024.0,11.0,Friday,False
ORD-81640,Skirt,Skirt,Puma,Black,Small,Kids,Cotton,Autumn,449.31,0.2,17.0,6110.62,2023-10-14,2023-10-16,Kuwait,Cash,Pending,4.6,,False,False,7637.47,2023.0,10.0,Saturday,False
ORD-36104,Dress,Dress,Mango,Red,Large,Kids,Leather,,457.42,0.49,16.0,3732.55,2024-01-31,2024-02-14,Alexandria,Installment,Delivered,4.0,Late Delivery,False,False,7318.21,2024.0,1.0,Wednesday,False
ORD-59511,Coat,Coat,Zara,Black,Small,Unisex,Leather,Winter,134.96,0.37,8.0,680.2,2024-06-22,2024-06-26,Alexandria,Debit Card,Cancelled,3.7,,False,False,1079.05,2024.0,6.0,Saturday,False
ORD-92244,Shorts,Shorts,Nike,Black,Medium,Kids,Nylon,Autumn,146.16,0.3,10.0,,2023-01-15,2023-01-19,Cairo,Cash,Pending,1.6,Changed Mind,False,False,1460.8999999999999,2023.0,1.0,Sunday,False
ORD-92132,Coat,Coat,Gucci,Yellow,Extra Extra Large,Kids,Nylon,Autumn,211.99,0.23,14.0,2285.25,2022-08-09,2022-08-11,Alexandria,Debit Card,Processing,4.2,,False,False,2967.09,2022.0,8.0,Tuesday,False
ORD-25850,Jeans,Jeans,Gucci,White,Large,Female,Silk,Autumn,193.91,0.36,9.0,1116.92,2023-03-05,2024-10-05,Casablanca,Credit Card,Delivered,3.6,,False,False,1744.55,2023.0,3.0,Sunday,False
ORD-26031,Dress,Dress,Forever21,Blue,Large,Female,Nylon,Summer,97.77,0.01,17.0,1645.47,2024-08-14,2024-08-19,Tunis,Online,Pending,3.0,,False,False,1661.1,2024.0,8.0,Wednesday,False
ORD-87448,Coat,Coat,H&M,Brown,Extra Extra Large,Unisex,Silk,,253.19,0.16,8.0,1701.44,2022-07-22,2023-01-16,Casablanca,Debit Card,Cancelled,2.2,,False,False,2024.68,,,,False
ORD-72257,Coat,Coat,Nike,Yellow,Extra Small,Unisex,Silk,Summer,186.87,0.05,16.0,2840.42,2024-08-02,2024-08-16,Amman,Online,Cancelled,4.2,Changed Mind,False,False,2988.9700000000003,2024.0,8.0,Friday,False
ORD-65802,Shorts,Shorts,Puma,Grey,Extra Extra Large,Kids,Polyester,Autumn,91.64,0.05,17.0,1479.99,2024-12-21,2025-01-02,Cairo,Credit Card,Returned,2.7,Defective,False,False,1556.93,2024.0,12.0,Saturday,False
ORD-18677,Skirt,Skirt,Zara,Red,Large,Male,Linen,Spring,324.55,0.27,1.0,236.92,2024-07-30,2024-08-07,Alexandria,Online,Cancelled,0.0,,False,False,323.82,2024.0,7.0,Tuesday,False
ORD-50639,Hoodie,Hoodie,Zara,White,Small,Unisex,Nylon,Autumn,180.55,0.09,14.0,2300.21,2022-09-06,2024-10-05,Tunis,Credit Card,Pending,2.9,,False,False,2526.7900000000004,2022.0,9.0,Tuesday,False
ORD-73706,Coat,Coat,Puma,White,Extra Large,Female,Leather,Autumn,185.51,0.4,20.0,-2226.12,2022-07-03,2022-07-04,Kuwait,Online,Processing,4.1,,False,False,3709.6,2022.0,7.0,Sunday,False
ORD-59400,Skirt,Skirt,H&M,Green,Medium,Male,Wool,Summer,234.38,0.43,12.0,1603.16,2023-09-22,2024-10-05,Riyadh,Debit Card,Delivered,2.7,,False,False,2811.99,2023.0,9.0,Friday,False
ORD-28817,Coat,Coat,Adidas,Yellow,Extra Large,Unisex,Cotton,Winter,444.56,0.28,3.0,947.0,2022-02-08,2022-02-12,Casablanca,Credit Card,Cancelled,0.0,,False,False,1332.96,2022.0,2.0,Tuesday,False
ORD-21771,Dress,Dress,Mango,Red,Extra Extra Large,Male,Linen,Spring,426.31,0.19,11.0,-3798.42,2024-02-11,2024-02-14,Doha,Online,Cancelled,1.1,,False,False,4688.599999999999,2024.0,2.0,Sunday,False
ORD-25108,Jeans,Jeans,Puma,Grey,Extra Small,Kids,Silk,,487.36,0.19,1.0,394.76,2024-04-14,2024-04-27,Dubai,Installment,Returned,3.6,,False,False,486.55,2024.0,4.0,Sunday,False
ORD-21214,Skirt,Skirt,Zara,Green,Medium,Unisex,Silk,Autumn,137.98,0.08,6.0,761.65,2023-10-16,2023-10-25,Riyadh,Cash,Returned,4.2,,False,False,826.9599999999999,2023.0,10.0,Monday,False
ORD-94282,Dress,Dress,H&M,Black,Extra Large,Unisex,Polyester,Winter,301.73,0.27,20.0,4405.26,2022-02-25,2022-03-03,Cairo,Credit Card,Processing,0.0,,False,False,6033.870000000001,2022.0,2.0,Friday,False
ORD-45487,Sweater,Sweater,Forever21,White,Large,Kids,Silk,Autumn,256.7,0.28,2.0,364.51,2023-01-05,2023-01-16,Riyadh,Credit Card,Returned,4.9,,False,False,512.68,2023.0,1.0,Thursday,False
ORD-76101,Coat,Coat,Zara,White,Large,Female,Linen,Spring,205.07,0.36,4.0,524.98,2024-12-29,2025-01-10,Cairo,Cash,Returned,2.4,,False,False,819.64,2024.0,12.0,Sunday,False
ORD-30573,T-Shirt,T-Shirt,Mango,Purple,Small,Unisex,Silk,Spring,443.25,0.0,1.0,,2023-07-24,2023-07-29,Tunis,Installment,Delivered,1.2,,False,False,442.25,2023.0,7.0,Monday,False
ORD-96865,Dress,Dress,Gucci,Brown,Large,Female,Leather,Winter,259.99,0.5,7.0,909.97,2023-09-12,2023-12-23,Tunis,Credit Card,Pending,4.4,,False,False,1819.43,2023.0,9.0,Tuesday,False
ORD-86862,Skirt,Skirt,Nike,Blue,Extra Large,Male,Denim,Summer,82.42,0.3,18.0,1038.49,2022-03-15,2022-03-27,Amman,Installment,Delivered,1.2,Wrong Size,False,False,1482.86,2022.0,3.0,Tuesday,False
ORD-86465,Sweater,Sweater,Mango,Purple,Small,Kids,Polyester,Winter,391.2,0.11,6.0,,2024-06-05,2024-06-17,Cairo,Debit Card,Cancelled,2.9,Changed Mind,False,False,2346.31,2024.0,6.0,Wednesday,False
ORD-42420,Sweater,Sweater,Nike,Black,Extra Large,Kids,Linen,Spring,243.03562104022396,0.07,11.0,,2023-11-19,2024-10-05,Amman,Cash,Delivered,5.0,,False,False,2672.461831442464,2023.0,11.0,Sunday,False
ORD-96038,Skirt,Skirt,H&M,White,Small,Female,Nylon,Spring,379.06,0.16,2.0,636.82,2023-02-23,2024-10-05,Kuwait,Credit Card,Processing,3.5,Late Delivery,False,False,757.28,2023.0,2.0,Thursday,False
ORD-29968,Skirt,Skirt,Forever21,UnKnown,Extra Extra Large,Unisex,Nylon,Spring,350.34,0.28,5.0,,2024-02-18,2024-03-03,Cairo,Cash,Cancelled,4.1,Wrong Size,False,False,1750.9799999999998,2024.0,2.0,Sunday,False
ORD-64860,Jacket,Jacket,Mango,Purple,Extra Extra Large,Female,Nylon,Summer,133.37,0.34,3.0,264.07,2022-08-10,2022-10-14,Amman,Installment,Returned,4.2,Changed Mind,False,False,399.45,2022.0,8.0,Wednesday,False
ORD-31267,Dress,Dress,Gucci,Grey,Small,Male,Leather,Spring,221.26,0.23,19.0,3237.03,2022-06-23,2022-07-06,Alexandria,Debit Card,Pending,1.4,,False,False,4203.169999999999,2022.0,6.0,Thursday,False
ORD-11634,Shorts,Shorts,Levi'S,Green,Medium,Male,Silk,Summer,370.88,0.0,1.0,,2023-01-09,2023-01-14,Cairo,Cash,Delivered,1.9,Defective,False,False,369.88,2023.0,1.0,Monday,False
ORD-22129,Jacket,Jacket,H&M,Grey,Extra Extra Large,Male,Silk,Autumn,354.62,0.47,1.0,187.95,2024-03-26,2024-07-04,Amman,Online,Cancelled,1.7,,False,False,354.09000000000003,2024.0,3.0,Tuesday,False
ORD-85170,Skirt,Skirt,Mango,Black,Extra Small,Unisex,Polyester,Summer,487.43,0.27,13.0,4625.71,2024-05-17,2024-05-25,Amman,Cash,Returned,0.0,,False,False,6335.860000000001,2024.0,5.0,Friday,False
ORD-83292,Hoodie,Hoodie,Adidas,Grey,Extra Extra Large,Male,Denim,Summer,350.47,0.18,18.0,5172.94,2023-07-03,2023-09-03,Doha,Installment,Delivered,4.9,,False,False,6307.640000000001,2023.0,7.0,Monday,False
ORD-25595,Sweater,Sweater,Puma,Red,Small,Unisex,Cotton,Spring,348.25,0.37,3.0,658.19,2023-10-31,2023-11-04,Doha,Debit Card,Pending,1.8,Wrong Size,False,False,1044.12,2023.0,10.0,Tuesday,False
ORD-15445,Shorts,Shorts,Nike,Green,Large,Kids,Wool,Autumn,36.53,0.05,17.0,589.96,2023-07-16,2024-10-05,Riyadh,Debit Card,Delivered,2.7,Wrong Size,False,False,620.06,2023.0,7.0,Sunday,False
ORD-14064,Skirt,Skirt,Puma,White,Extra Extra Large,Kids,Polyester,Summer,448.75,0.22,16.0,5600.0,2022-07-30,2022-08-04,Amman,Credit Card,Pending,1.8,Late Delivery,False,False,7179.22,2022.0,7.0,Saturday,False
ORD-37833,Hoodie,Hoodie,Puma,Black,Extra Small,Unisex,Denim,Winter,207.48,0.17,4.0,688.83,2024-03-18,2024-03-28,Cairo,Debit Card,Pending,4.8,,False,False,829.0899999999999,2024.0,3.0,Monday,False
ORD-81390,Coat,Coat,Forever21,UnKnown,Large,Unisex,Denim,Summer,56.8,0.07,20.0,1056.48,2022-10-28,2022-11-03,Cairo,Cash,Delivered,1.9,Changed Mind,False,False,1135.07,2022.0,10.0,Friday,False
ORD-53666,Coat,Coat,Gucci,Yellow,Extra Small,Kids,Polyester,Summer,243.03562104022396,0.48,12.0,618.01,2022-12-19,2022-12-26,Alexandria,Credit Card,Pending,3.4,,False,False,2915.9074524826874,2022.0,12.0,Monday,False
ORD-62881,Blazer,Blazer,Puma,Purple,Extra Large,Female,Cotton,Spring,429.96,0.08,10.0,3956.0,2024-08-03,2024-08-09,Cairo,Installment,Processing,3.9,,False,False,4298.679999999999,2024.0,8.0,Saturday,False
ORD-14833,T-Shirt,Tshirts,Uniqlo,Red,Medium,Male,Nylon,Spring,470.64,0.44,18.0,4744.05,2022-07-22,2023-04-25,Riyadh,Installment,Pending,5.0,Wrong Size,False,False,8470.960000000001,,,,False
ORD-71670,Jacket,Jacket,Forever21,UnKnown,Small,Female,Denim,Autumn,231.51,0.17,11.0,2113.69,2023-11-22,2023-12-04,Dubai,Debit Card,Cancelled,4.5,Late Delivery,False,False,2545.7799999999997,2023.0,11.0,Wednesday,False
ORD-15018,Dress,Dress,Adidas,Black,Extra Extra Large,Male,Wool,Winter,116.1,0.35,16.0,1207.44,2024-07-26,2024-08-08,Amman,Installment,Pending,1.3,Defective,False,False,1856.9499999999998,2024.0,7.0,Friday,False
ORD-59744,Jeans,Jeans,Uniqlo,Black,Extra Large,Kids,Linen,Spring,169.21,0.43,20.0,,2024-10-02,2024-10-05,Casablanca,Installment,Pending,1.7,Late Delivery,False,False,3383.63,2024.0,10.0,Wednesday,False
ORD-81171,Jeans,Jeans,Nike,Green,Large,Unisex,Linen,Summer,285.01,0.48,7.0,1037.44,2022-08-23,2022-08-30,Doha,Debit Card,Pending,4.7,Late Delivery,False,False,1994.55,2022.0,8.0,Tuesday,False
ORD-44307,Shorts,Shorts,Mango,Pink,Extra Small,Unisex,Nylon,Winter,435.15,0.15,9.0,,2023-01-21,2023-01-23,Doha,Credit Card,Cancelled,4.6,Defective,False,False,3915.5,2023.0,1.0,Saturday,False
ORD-15452,T-Shirt,T-Shirt,Uniqlo,Yellow,Extra Small,Unisex,Linen,Spring,395.99,0.17,10.0,3286.72,2024-12-23,2025-01-01,Tunis,Installment,Processing,1.3,,False,False,3959.07,2024.0,12.0,Monday,False
ORD-45953,T-Shirt,T-Shirt,H&M,Purple,Extra Extra Large,Male,Silk,Autumn,35.16,0.11,20.0,625.85,2024-01-16,2024-01-22,Amman,Installment,Delivered,4.8,Defective,False,False,702.31,2024.0,1.0,Tuesday,False
ORD-84480,Dress,Dress,Uniqlo,Red,Large,Kids,Nylon,Winter,119.35,0.15,14.0,1420.26,2023-09-02,2023-09-16,Cairo,Online,Pending,2.9,,False,False,1670.05,2023.0,9.0,Saturday,False
ORD-57239,Coat,Coat,Levi'S,Blue,Small,Unisex,Silk,Spring,439.62,0.22,6.0,2057.42,2024-03-19,2024-10-05,Alexandria,Online,Pending,1.7,Wrong Size,False,False,2636.94,2024.0,3.0,Tuesday,False
ORD-38839,Jacket,Jacket,Forever21,Green,Extra Extra Large,Female,Cotton,Winter,13.11,0.1,3.0,35.4,2022-07-22,2024-10-05,Tunis,Online,Processing,2.9,Changed Mind,False,False,38.43,,,,False
ORD-44480,Jeans,Jeans,Gucci,White,Extra Extra Large,Kids,Silk,Autumn,489.79,0.35,2.0,,2022-10-03,2022-10-09,Beirut,Debit Card,Delivered,2.5,Wrong Size,False,False,978.9300000000001,2022.0,10.0,Monday,False
ORD-78881,Blazer,Blazer,H&M,Grey,Large,Unisex,Denim,Summer,246.95,0.16,3.0,622.31,2022-07-14,2022-07-16,Alexandria,Cash,Cancelled,3.7,Changed Mind,False,False,740.0099999999999,2022.0,7.0,Thursday,False
ORD-72637,Sweater,Sweater,Gucci,White,Extra Extra Large,Unisex,Nylon,Summer,456.0,0.32,3.0,931.0,2022-03-23,2022-04-04,Alexandria,Credit Card,Delivered,4.6,,False,False,1367.32,2022.0,3.0,Wednesday,False
ORD-75149,T-Shirt,T-Shirt,Nike,White,Medium,Male,Linen,Autumn,477.9,0.34,3.0,946.24,2022-04-07,2022-11-07,Cairo,Cash,Cancelled,2.8,,False,False,1433.0399999999997,2022.0,4.0,Thursday,False
ORD-22851,Blazer,Blazer,Uniqlo,UnKnown,Medium,Kids,Silk,Summer,419.14,0.16,8.0,2817.0,2023-08-16,2023-08-17,Beirut,Cash,Returned,2.3,,False,False,3352.2799999999997,2023.0,8.0,Wednesday,False
ORD-65988,Hoodie,Hoodie,Puma,UnKnown,Extra Large,Kids,Polyester,Spring,165.18,0.14,14.0,1988.77,2023-05-05,2023-05-18,Tunis,Cash,Cancelled,1.7,Late Delivery,False,False,2311.66,2023.0,5.0,Friday,False
ORD-71616,Skirt,Skirt,Mango,Pink,Extra Small,Kids,Wool,Autumn,411.85,0.3,18.0,5189.31,2022-05-18,2022-05-27,Riyadh,Online,Pending,3.5,,False,False,7412.6,2022.0,5.0,Wednesday,False
ORD-56111,Skirt,Skirt,H&M,Red,Medium,Unisex,Leather,Winter,192.87,0.11,3.0,514.96,2022-07-22,2022-09-12,Doha,Installment,Returned,1.1,,False,False,577.72,,,,False
ORD-22533,Shorts,Shorts,Gucci,Blue,Extra Small,Female,Silk,Summer,276.27,0.37,12.0,2088.6,2023-10-15,2023-10-21,Amman,Credit Card,Returned,3.2,,False,False,3314.6099999999997,2023.0,10.0,Sunday,False
