order_id,product_name,category,brand,color,size,gender,material,season,unit_price,discount,quantity,total_sales,order_date,shipping_date,region,payment_method,order_status,customer_rating,return_reason
ORD-27849,Sweater Green,Sweater,Uniqlo,Green,  M  ,Unisex,,Autumn,EGP 354.43,20%,12,3402.53,2022-05-26,"May 30, 2022",Alexandria,Installment,Processing,,
ORD-25933,Coat Black,Coat,Forever21,Black,2xl,Male,,Autumn,496,4%,13,6186.21,23/12/2024,05/01/2025,Amman,Online,Pending,3.7,
ORD-21100,Dress Red,Dresses,Mango,Red,sm,Unisex,Wool,Summer,153.50,38%,16,1523,"November 19, 2024",12-03-2024,Cairo,Online,Cancelled,2.3,
ORD-12046,Coat,Coat,Forever21,Brown,xsmall,Kids,Linen,Spring,69.67,38%,6,259.17,2024/07/06,2024/07/10,Riyad,Cash,Processing,3.3/5,Defective
ORD-60520,T-Shirt,tshirt,Forever21,Red,XLARGE,F,Linen,Autumn,56.32,27%,-17,698.93,12-01-2024,"January 18, 2024",Alexandria,Installment,Returned,3.6/5,Wrong size
ORD-61754,Kot,Coat,Gucci,Black,M,childrens,Wool,Spring,$65.76,38%,7,285,07/05/2022,"May 15, 2022",الدوحة,Installment,Processing,,
ORD-17832,sweters,Sweater,Gucci,Black,small,Unisex,Wool,Summer,124.48,0%,1,124.48,12-22-2022,N/A,Cairo,Debit Card,Returned,2.6,Wrong size
ORD-35335,Jeans Pink,Jeans,Adidas,Pink,s,child,Wool,Winter,346,28%,16,3984.08,"September 02, 2022",09-11-2022,DOHA,Installment,Delivered,3.1,
ORD-41908,Jacket Pink,  Jacket  ,Puma,Pink,XXL,  Unisex  ,Denim,Spring,232.17,11%,5,1033.16,,2023-04-17,Cairo,Debit Card,processing,3.4,Changed mind
ORD-60733,Jeans Blue,Jeans,ZARA,Blue,extra small,M,Cotton,Autumn,412.15,9%,2,750.11,11-29-2023,2023-12-13,Amman,Cash,Delivered,2.2,
ORD-58705,Hoodie,Huddie,Puma,Yellow,M,both,Polyester,Spring,172.29,37%,12,1303,2024-12-19,"December 29, 2024",القاهرة,Installment,Returned,4.0,Defective
ORD-83082,Coat Pink,Coat,Nike,Pink,  M  ,Kids,Denim,Autumn,294.04,35%,6,1146.76,24/07/2024,"July 31, 2024",Alexandria,Installment,Returned,3.9,
ORD-50810,Sweater Black,Sweter,Mango,Black,2xl,Men,Denim,Winter,-349.58,35%,1,227.23,2022/10/09,10-15-2022,Dubai,Online,Delivered,3.4,Late delivery
ORD-51288,Coat,Coat,Levi's,Yellow,L,male,Polyester,Summer,288.23,22%,5,-1124.10,19/06/2023,"July 03, 2023",  Amman  ,Cash,Processing,1.9/5,Late delivery
ORD-55055,Blazer,Blazer,Forever21,Purple,2XL,men,Denim,Summer,46.96,24%,3,107.07,03/04/2024,10/04/2024,  Amman  ,Credit Card,Delivered,3.3,Changed mind
ORD-82984,Blazer Black,Blazer,Adidas,Black,M,FEMALE,Denim,N/A,316.21,32%,10,,"October 23, 2023",26/10/2023,Dubai,Debit Card,Delivered,3.8,
ORD-74576,Skrt,Skirt,Gucci,Black,l,Kids,Polyester,Autumn,175.11,37%,4,441.28,06-06-2022,14/06/2022,beirut,Credit Card,processing,1.5,
ORD-36552,Shorts White,  Shorts  ,Gucci,White,S,Men,Nylon,Autumn,$78.54,0.16,18,EGP 1187.52,11-06-2023,2023-11-13,Casablanca,Online,Delivered,4.1,
ORD-32527,Jacket Purple,Jacket,Forever21,Purple,Med,Men,Nylon,Autumn,348.06,35%,17,$3846.06,2022/10/03,"October 08, 2022",Dubai,Online,Pending,3.6,Defective
ORD-41595,Coat Blue,Coat,Mango,Blue,M,both,Nylon,Autumn,$445.50,17%,8,2958.12,03-03-2024,2024-03-17,AMMAN,Cash,Cancelled,1.1,Wrong size
ORD-52052,Shorts Black,SHORTS,Nike,Black,  XL  ,Unisex,Leather,Summer,48.65,3%,4,EGP 188.76,09-10-2022,09-14-2022,Alexa,Online,Delivered,1.4,
ORD-96568,Skirt White,skirt,Uniqlo,White,extra large,Women,Leather,Winter,216.56,42%,10,1256.05,28-11-2022,2022/12/05,Beirut,Credit Card,returned,5.0,
ORD-86205,Skirt Purple,Skirt,Nike,Purple,lg,Unisex,Linen,Autumn,$106.17,15%,18,,,2022-07-20,doha,Credit Card,Delivered,2.9,
ORD-69950,Hoodie Red,  Hoodie  ,Zara,Red,xxl,F,Leather,Autumn,232.74,40%,12,1675.73 USD,02-17-2024,2024/03/02,Beirut,Installment,Delivered,4.3,
ORD-40926,Shorts,Shorts,Uniqlo,White,S,child,Denim,Winter,123.70,2%,1,121.23,05/10/2023,13/10/2023,Casablanca,Installment,Returned,,
ORD-57354,T-Shirt,  T-Shirt  ,Nike,White,S,Unisex,Cotton,Winter,-381.84,0.2,12,,04-16-2024,,Tunis City,Debit Card,Pending,1.0,Late delivery
ORD-97984,Jacket White,jacket,Levi's,White,xxl,M,Cotton,Spring,469.80,23%,4,1446.98,2022-06-14,,Kuwait,Installment,Delivered,3.6,Defective
ORD-52720,Shorts Blue,Shorts,H&M,Blue,double xl,Women,Cotton,Autumn,305.67,9%,8,2225.28,2022-07-21,2022-07-31,Kuwait,Credit Card,Pending,,
ORD-23468,Hoodie,Hoodie,Adidas,Pink,XL,Kids,Leather,Autumn,150.48,30%,2,210.67,21/03/2022,2022-03-25,Casa,Online,Pending,4.5,
ORD-20053,Shorts,Shorts,Uniqlo,Grey,M,Men,Denim,Spring,,25%,2,$654.08,,"October 11, 2022",Kuwait,Cash,Delivered,2.7,
ORD-49327,T-Shirt,T-Shirt,Adidas,Yellow,  XS  ,both,Wool,Winter,170.50,27%,6,746.79,24/09/2024,09-27-2024,Alexandria,Online,processing,1.0,
ORD-46344,  Blazer  ,Blazer,Adidas,Green,XX-L,unisex,Leather,N/A,EGP 386.46,14%,10,3323.56,2023/10/19,2023/10/30,الدوحة,Debit Card,Delivered,1.7,
ORD-92565,Jacket Grey,Jacket,Adidas,Grey,M,UNISEX,Wool,Summer,218.76,26%,13,2104,2022/12/11,2022/12/15,Amman,Online,Cancelled,2.1,
ORD-74205,Dress Brown,Dress,Forever21,Brown,m,UNISEX,Polyester,Spring,63.05,16%,14,741.47 USD,2023/05/21,27-05-2023,Kuwait,Online,Pending,2.5/5,
ORD-85614,Coat Pink,coat,gucci,Pink,XXL,Men,Polyester,Winter,464.26,10%,20,8357,13/04/2024,04-25-2024,Riyadh,installment,Pending,3.1,Wrong size
ORD-29218,Kot,COAT,Puma,,XS,Children,Nylon,Summer,$83.10,27%,20,$1213.26,2022-06-15,,ALEX,Debit Card,Delivered,4.2,
ORD-85684,Jeans,Jeans,Forever21,Red,XS,Unisex,Nylon,Spring,186.74,49%,,380.95,25/07/2024,08-06-2024,تونس,Credit Card,Processing,2.7,Late delivery
ORD-88686,Sweater,Swater,Nike,Green,med,MALE,Wool,Spring,EGP 141.07,18%,16,1850.84,14-09-2023,2023-09-27,beirut,Online,Cancelled,3.3,
ORD-75256,Skirt Black,Skirt,Puma,Black,XS,women,Denim,Winter,253.75,39%,,,"December 07, 2023",17/12/2023,الدوحة,Cash,Delivered,4.5,Defective
ORD-66862,SWEATER,Sweter,Mango,Black,extra large,Women,Silk,Autumn,EGP 282.43,23%,,,N/A,"January 25, 2023",Kuwait,Online,Pending,2.8,Defective
ORD-65941,Coat,Kot,Nike,Green,M,  Men  ,Denim,Winter,183.07,40%,20,2196.84,08-24-2022,N/A,Aman,Credit Card,Processing,4.7,Wrong size
ORD-82529,Jacket Grey,Jacket,Adidas,,med,Unisex,,Summer,97.93,1%,18,,2022-04-04,04-05-2022,Casa,Credit Card,Cancelled,1.5,
ORD-68159,jacket,Jackt,Adidas,Black,M,both,Leather,Autumn,382.66 USD,43%,,3926.09,2024/03/14,2024/03/24,DOHA,Online,Cancelled,2.9,
ORD-75830,Blazer Brown,Blazer,Adidas,,2xl,Unisex,Polyester,Spring,104.54,44%,8,468.34,2022-10-20,,Amman,Online,Delivered,3.6,
ORD-84807,Skirt Pink,Skirt,Gucci,Pink,double xl,Men,,Winter,247.99,28%,,704.29,22/03/2023,01-04-2023,Casa,Debit Card,Processing,3.1,
ORD-93160,DRESS,Dress,Levi's,Green,M,Kids,Cotton,Spring,72.18,4%,3,,2023-09-12,20-09-2023,Beirut,Installment,Pending,1.9,
ORD-64934,Jacket Green,Jacket,Nike,Green,XS,Men,Linen,Spring,286.80,50%,8,1147.20,"December 12, 2022","December 13, 2022",Amman,Cash,Delivered,3.3,
ORD-37946,Blazr,Blazr,Uniqlo,Blue,L,Kids,Cotton,Autumn,382.08,16%,16,5135.16,2024-08-02,2024-08-12,beirut,Credit Card,Returned,2.7,
ORD-53032,Blazer Grey,Blazer,Gucci,Grey,Sm,Women,Denim,Winter,185.63,10%,3.0,501.20,29/04/2023,2023-04-30,Beirut,Credit Card,Processing,1.5,Wrong size
ORD-52140,Jacket Green,Jacket,Levi's,Green,M,Kids,Leather,Spring,156.70,28%,15,$1692.36,2023/09/09,11-09-2023,Dubai,cash,Returned,2.7/5,Defective
ORD-59376,Blazer Brown,BLAZER,Puma,Brown,XS,Unisex,Polyester,N/A,417.22,36%,1,267.02 USD,2024-01-21,2024/01/29,Dubai,Debit Card,Pending,2.3,
ORD-27948,Coat White,Coat,Puma,White,XX-L,Men,Cotton,Summer,24.93 USD,42%,18,260.27,2022/07/19,N/A,Riyadh,Debit Card,Cancelled,4.8,
ORD-47386,T-Shirt,T-Shirt,Nike,Purple,double xl,Male,Linen,Autumn,190.14,4%,4,730.14 USD,19-04-2022,2022-04-21,Alexandria,Cash,Processing,4.3,
ORD-86307,T-Shirt Yellow,t_shirt,nike,Yellow,XS,women,Nylon,Spring,184.87 USD,9%,16,2691.71,"July 08, 2023",2023-07-21,Cairo,online,Processing,1.4,Defective
ORD-76342,Coat,Coat,Levi's,Red,M,Unisex,,Spring,44.52,6%,12,$502.19,17/08/2024,08-24-2024,Beirut,Cash,Delivered,1.6,
ORD-25701,Hoodie Pink,hoodi,H&M,Pink,L,Men,Silk,Autumn,404.83,48%,19,3999.72,"December 15, 2022",2022-12-27,Bayrut,Online,Returned,4.1,
ORD-95601,Skirt Purple,Skrt,Gucci,Purple,double xl,Men,Polyester,Summer,$191.10,43%,19,2069.61,02-06-2024,N/A,Dubay,Debit Card,Processing,4.7,
ORD-32591,Skirt Grey,Skrt,Gucci,Grey,XS,uni,Silk,Winter,445.66,22%,,6952.30,26/05/2022,2022/05/30,Beirut,Credit Card,Cancelled,3.7,Wrong size
ORD-31306,Hoodie Pink,Hoodie,Zara,Pink,extra small,Women,Polyester,Spring,408.59,43%,14,3260.55,N/A,,Doha,Cash,Pending,3.5,
ORD-49925,Blazer Purple,Blazer,Forever21,Purple,M,both,Cotton,Autumn,297.36,44%,2,$333.04,N/A,N/A,BEIRUT,Online,Pending,3.0,Changed mind
ORD-11369,Coatt,Coat,Forever21,Pink,M,Unisex,Wool,Summer,201.23,6%,6,,2024-05-04,,Kuwait City,installment,Pending,2.8,Defective
ORD-29574,Sweater Yellow,Sweater,Gucci,Yellow,S,Men,Denim,Spring,-27.91,39%,11,187.28,13/11/2023,"November 20, 2023",Dubai,Online,Pending,2.1,Defective
ORD-58825,Skirt,Skirt,Zara,Red,L,Men,Denim,N/A,161.77,2%,20,3170.69,"June 24, 2024",2024/06/25,DOHA,Debit Card,Pending,1.3,Late delivery
ORD-31413,dress,Dress,Puma,Pink,XS,  Kids  ,Nylon,Autumn,146.30,46%,11,869.02,23/07/2022,25-07-2022,Cairo,Debit Card,Delivered,3.7,
ORD-25585,Dress Yellow,dress,Uniqlo,Yellow,XXL,KIDS,Cotton,Winter,90.76,30%,3,190.60,07-03-2024,2024/07/12,CAIRO,Debit Card,Pending,4.5,
ORD-79701,Skirt,Skirt,Nike,Grey,XXL,Men,Polyester,Autumn,352.75 USD,26%,3,783.11,12/06/2023,"June 24, 2023",Casablanca,Online,delivered,3.2,
ORD-92448,T-Shirt Pink,  T-Shirt  ,Uniqlo,Pink,double xl,Kids,Leather,Spring,333.05,26%,2,$492.91,29/07/2022,07-08-2022,Dubai,Debit Card,Delivered,4.3,
ORD-34803,BLAZER,Blazr,Mango,Brown,XL,Men,Leather,Summer,260.66,12%,8,EGP 1835.05,"January 27, 2022","January 29, 2022",Cairo,Online,Processing,3.1,
ORD-36549,Hoodie Black,Huddie,Levi's,Black,xs,both,Wool,N/A,58.38,7%,,597.23,2022/09/05,2022/09/06,Cairo,Debit Card,Pending,2.0,
ORD-90837,Blazer Black,BLAZER,Mango,Black,lg,Unisex,Cotton,Autumn,107.13,48%,20,$1114.15,2024/12/20,"December 26, 2024",Riyadh,Credit Card,Pending,2.7,Wrong size
ORD-72012,Coat Pink,Coat,Mango,Pink,MEDIUM,childrens,Denim,Summer,157.29,28%,19,2151.73,30/10/2022,,Casablanca,Cash,Cancelled,4.3,Changed mind
ORD-29532,Hoodie White,Hoodie,Gucci,White,X-S,  Kids  ,Cotton,Summer,240.08,3%,9.0,2095.90,04-06-2023,2023/04/08,Dubai,Installment,Pending,,
ORD-95520,Jeans Brown,Jeans,Levi's,Brown,XXL,Women,Nylon,Summer,485.56,45%,11,2937.64 USD,27/09/2022,01-10-2022,Doha,Credit Card,Pending,2.8,
ORD-94927,Blazr,Blazer,Zara,Grey,M,both,Silk,Winter,382,15%,5,1624.31,2022-10-23,25-10-2022,Al Cairo,Credit Card,Returned,1.7,Changed mind
ORD-49996,Jeans Green,Jean,Puma,Green,xxl,Female,Leather,Autumn,301.35,27%,13.0,,2023/04/28,09-05-2023,Casablanca,Installment,Processing,4.0,
ORD-43347,Blazer Green,Blaizer,Levi's,Green,xsmall,female,Silk,Summer,-351.24,19%,3,,,2022/10/30,Beirut,Credit Card,Pending,2.1,
ORD-60807,HOODIE,hoodi,Adidas,Brown,X-S,Kids,Polyester,Spring,431.91,7%,10,4016.76,10-28-2023,N/A,  Kuwait  ,Online,Processing,3.0,
ORD-12307,Hoodie,HOODIE,Adidas,Yellow,XLARGE,Female,Polyester,Winter,486.25,40%,18,5251.50,06-13-2023,22/06/2023,ALEX,Online,Pending,4.5/5,Changed mind
ORD-69492,tshirt,T-Shirt,Zara,Purple,double xl,both,Nylon,Winter,83.50,44%,7,327.32,16-05-2023,21-05-2023,CASA,Cash,Cancelled,1.4,
ORD-87600,Dress Red,Dress,Uniqlo,Red,XL,uni,Cotton,Autumn,79,28%,13,,09-04-2023,,Dubai,Online,pending,3.2,Defective
ORD-66862,SWEATER,Sweter,Mango,Black,extra large,Women,Silk,Autumn,EGP 282.43,23%,,,N/A,"January 25, 2023",Kuwait,Online,Pending,2.8,Defective
ORD-68000,Blazer Purple,Blazer,Forever21,Purple,S,Child,Polyester,Spring,341.28,22%,-19,,05-06-2023,16/05/2023,Doha,Online,Delivered,4.2/5,
ORD-37039,tshirt,T-Shirt,Forever21,Yellow,L,MEN,,Autumn,467.24,20%,3,-1121.38,,"March 05, 2024",Cairo,Cash,Delivered,2.8,Wrong size
ORD-11415,Shorts Red,shorts,Gucci,Red,M,  Women  ,Linen,Winter,21.79,17%,10,EGP 180.86,10-08-2022,,كازابلانكا,Cash,Pending,8,
ORD-81384,Hoodie,Hoodie,Nike,,l,Unisex,Nylon,Summer,-305.12,,9,1427.96,2022/08/16,"August 24, 2022",كازابلانكا,Online,Processing,2.0,
ORD-17473,  Jeans  ,Jeans,Forever21,Black,double xl,MEN,Silk,Spring,238.54 USD,37%,,1202.24,07/02/2023,2023/02/14,Aman,Online,Delivered,1.7,Defective
ORD-40721,jacket,  Jacket  ,Gucci,White,2XL,Men,Leather,Summer,471.40,35%,4,1225.64,2024/11/03,09/11/2024,Beirut,Debit Card,processing,3.0,Defective
ORD-19973,Sweater White,SWEATER,H&M,White,LARGE,Men,Linen,Autumn,495.16,34%,20,6536.11,02/01/2023,2023/01/09,Dubai,Debit Card,Cancelled,1.2,Late delivery
ORD-16854,Skirt Black,Skrt,Puma,Black,M,FEMALE,Wool,Summer,368.27,5%,13,4548.13,2022-09-05,N/A,الدوحة,Credit Card,Pending,1.6,
ORD-20240,T-Shirt Grey,T-Shirt,Puma,Grey,s,female,Nylon,Autumn,437.01,44%,4,-978.90,02-10-2022,08-10-2022,dubai,Debit Card,Processing,3.5,Defective
ORD-51416,T-Shirt Grey,tshirt,Mango,Grey,sm,men,Denim,Winter,154,,1,93.79,,,Aman,Debit Card,Pending,8,Changed mind
ORD-21138,Dress,Dress,Zara,Grey,S,FEMALE,,Spring,155.28,50%,12,931.68,2024-10-17,2024-10-18,amman,Debit Card,Cancelled,4.1,
ORD-43924,T-Shirt Red,T-Shirt,Levi's,Red,X-L,Women,Leather,Winter,93.16,11%,3,248.74,2022/02/25,2022/03/07,Alexandria,Cash,Delivered,10,Defective
ORD-36008,Jeans Purple,Jeans,Adidas,Purple,S,Unisex,Nylon,Summer,325.37,41%,7,,2023-06-03,16-06-2023,Riyadh,Credit Card,Cancelled,2.1,
ORD-74715,Jeans,jeans,Uniqlo,Grey,M,child,Denim,Winter,462.30,4%,3,1331.42,"May 28, 2022",06-02-2022,Dubai,Credit Card,Pending,2.8,Wrong size
ORD-67297,Jacket Yellow,Jacket,Forever21,Yellow,S,Women,Polyester,N/A,212.46,33%,16,2277.57,2024-01-02,,Cairo,Online,Pending,2.8,
ORD-46103,Coat Green,  Coat  ,H&M,Green,S,Female,Cotton,Winter,481,38%,10,2981.95,10-20-2023,"October 27, 2023",Casablanca,debit card,Returned,1.4/5,
ORD-75408,T-Shirt,T-Shirt,Adidas,Black,M,Unisex,Denim,Summer,366.43,24%,19,5291.25 USD,08-25-2022,,Kuwait,Installment,Processing,,
ORD-62849,Blazer,Blazer,Adidas,Pink,XS,Kids,Linen,Summer,381.61 USD,25%,-3,858.62,06-03-2022,14/03/2022,Beirut,Installment,Returned,3.6,Changed mind
ORD-26889,Jeans Green,  Jeans  ,Zara,Green,XXL,MEN,Leather,Autumn,338.12,23%,2,520.70,"February 07, 2022",2022/02/13,الرياض,Credit Card,Delivered,2.2,Changed mind
ORD-50936,Jeans,  Jeans  ,Nike,Brown,s,Men,Wool,Winter,177.39,,19,EGP 2123.36,2022-01-21,,Cairo,Installment,Processing,2.1,Late delivery
ORD-33618,Skirt,Skirt,Mango,Purple,med,men,Cotton,Spring,115.02,14%,18,1780.51,"April 29, 2023","May 05, 2023",Bayrut,Credit Card,Cancelled,4.0/5,
ORD-40755,Hoodie White,Hoodie,Puma,White,large,Men,Polyester,N/A,89,13%,20,,"December 20, 2022",12-22-2022,تونس,Cash,Processing,4.2,Wrong size
ORD-31306,Hoodie Pink,Huddie,H&M,Pink,XS,female,Linen,Spring,436.55,18%,6,-2147.83,07-07-2022,07-19-2022,Kuwait City,Debit Card,Delivered,2.9,Late delivery
ORD-23910,Dress Black,Dresses,Gucci,Black,XXL,unisex,Linen,Spring,167.41,,4,341.52,2024/08/01,,Amman,Online,Cancelled,3.3,Changed mind
ORD-15548,T-Shirt Black,T-Shirt,H&M,Black,XS,Men,Silk,Spring,EGP 477.1,22%,-7,2604.97,"December 28, 2023",2024-01-08,tunis,installment,Processing,4.9/5,
ORD-28012,Hoodie Pink,Hoodie,Uniqlo,Pink,xs,UNISEX,Polyester,Winter,$21.14,49%,11,118.60,N/A,"July 24, 2022",Casablanca,Debit Card,Pending,1.7,Wrong size
ORD-64391,Jacket Green,Jacket,Adidas,Green,XL,Unisex,Silk,Winter,183.37,32%,,1620.99,,05-08-2024,Kuwait,Installment,Pending,4.5,
ORD-82313,Skrt,Skirt,Gucci,Pink,XXL,Men,Silk,Winter,23,44%,8,,11-24-2023,"December 03, 2023",Alexandria,Credit Card,Processing,4.7,
ORD-10350,Coat Green,Coat,Gucci,Green,MEDIUM,Kids,Denim,Summer,71.48,0.19,-20,1157.98,2022/06/02,16/06/2022,Tunis City,Installment,Returned,2.9,
ORD-41394,Sweater Red,sweters,Gucci,Red,S,Women,,Spring,$91.60,38%,2,113.58,2022/10/11,"October 18, 2022",Cairo,Online,Cancelled,2.2,Late delivery
ORD-49602,Sweater Black,Swater,Uniqlo,Black,Sm,Women,,Summer,270.18,,12,$2431.62,19-06-2024,,CASA,Installment,Processing,1.2,
ORD-85279,Jacket,Jaket,Gucci,Black,S,Women,Wool,Summer,59.37,22%,-14,648.32,04-14-2023,"April 18, 2023",Tunis,Installment,Returned,4.5,
ORD-50830,Jacket Blue,JACKET,Zara,Blue,M,KIDS,Linen,Winter,$225.86,15%,15,2879.72,2023-02-05,06/02/2023,Casablanca,Installment,Cancelled,4.4,
ORD-32263,Blazer,Blazer,Puma,Yellow,X-S,Unisex,Wool,Autumn,328.26,0.2,1,262.61,12-22-2022,N/A,Riyadh,Credit Card,Pending,3.0/5,
ORD-68853,Skirt Yellow,Skirt,Forever21,Yellow,sm,F,Cotton,Summer,$450.43,,-12,3999.82 USD,N/A,"January 01, 2025",ALEX,Debit Card,Delivered,3.2,Wrong size
ORD-44856,Hoodie Black,hoodi,H&M,Black,XXL,F,Cotton,Winter,197.81,48%,11,1131.47,10-28-2022,11-10-2022,Riyadh,Debit Card,Cancelled,1.7,
ORD-63368,Dress,Dress,Zara,Red,L,Unisex,Cotton,Autumn,219.63,30%,,1076.19,,2022-11-20,Tunis City,Cash,Cancelled,1.9/5,
ORD-78881,Coat,Coat,Nike,White,M,both,Silk,Spring,-438.15,35%,13,,05-09-2023,09-14-2023,Kuwait,Debit Card,Cancelled,3.4,Wrong size
ORD-68602,Shorts,  Shorts  ,Levi's,Black,L,Child,,Autumn,441.17,32%,7,2099.97,20-03-2022,24-03-2022,القاهرة,Credit Card,Pending,1.5,
ORD-91396,T-Shirt Black,  T-Shirt  ,Gucci,Black,  M  ,Children,Wool,Winter,345.83,8%,3,954.49,22-04-2022,2022-04-26,cairo,Credit Card,Returned,1.4,Wrong size
ORD-81383,Hoodie Green,Hoody,Puma,Green,XL,Men,Denim,Summer,359.03,36%,13,2987.13,04-08-2022,2022/04/22,Dubai,Cash,Cancelled,4.8,
ORD-72733,Shorts Grey,shorts,Nike,Grey,XS,kids,Silk,Winter,-238.08,33%,18,2871.24,2024/07/12,2024-07-22,  Casablanca  ,Debit Card,returned,2.0,
ORD-95466,T-Shirt Yellow,T-Shirt,Gucci,,extra small,Kids,Polyester,Winter,290.23,46%,19,2977.76,2023/06/27,"July 02, 2023",Amman,Online,Processing,1.9,
ORD-86245,  Dress  ,Dress,Mango,Green,XL,Women,Denim,Summer,304.14,23%,11,EGP 2576.07,02/11/2022,2022/11/07,Tunis City,Debit Card,Cancelled,,
ORD-60758,Shorts,Shorts,Gucci,Brown,2xl,UNISEX,Silk,Summer,116,45%,8.0,512.07,2022/06/12,2022/06/24,kuwait,Cash,Cancelled,2.0,
ORD-85848,Shorts Green,Short,Levi's,Green,L,Kids,Leather,Spring,323.38,50%,11,1779,2024/10/23,,Amman,Installment,Returned,3.9/5,
ORD-50064,Shorts Yellow,Shorts,Puma,Yellow,xlarge,uni,Silk,Spring,$334.22,36%,2,$427.80,26-07-2023,2023-08-09,Kuwait,Debit Card,Returned,2.4,Late delivery
ORD-42039,Jaket,jackets,Zara,Blue,XS,KIDS,Wool,Spring,331.58,42%,,,01-18-2022,"February 01, 2022",Kuwait,Installment,pending,1.0,
ORD-25453,Jacket Black,Jacket,H&M,Black,m,Unisex,Polyester,Summer,392.24,38%,13,3161.45,N/A,2022-10-03,Doha,Cash,Pending,9,
ORD-54619,SKIRT,Skirt,Levi's,Pink,L,Kids,Denim,Summer,152.22,10%,1,137.00,14/05/2022,,casablanca,Installment,Delivered,4.1,
ORD-24809,Jeen,Jeans,Nike,Black,s,Kids,Nylon,Autumn,232.66,8%,12,2568.57,2022/11/03,11-06-2022,Riyadh,credit card,Processing,4.4,
ORD-63669,Coat,Coat,H&M,Red,L,WOMEN,Leather,Autumn,$45.92,11%,1,40.87,"March 28, 2022",,Casablanca,Cash,Processing,3.7,
ORD-12481,Shorts,SHORTS,Levi's,Yellow,LARGE,  Kids  ,Polyester,N/A,237.32,40%,20,2847.84,2023/07/10,2023-07-22,Beirut,Cash,Returned,2.2,
ORD-27548,hoodie,Hoody,Mango,Pink,medium,Unisex,Silk,Autumn,419.23,12%,,737.84,N/A,2024/06/20,Beirut,Credit Card,Pending,1.6,
ORD-12478,Sweater Brown,Sweater,H&M,Brown,S,Kids,Linen,Winter,176.47,10%,18,,08-29-2024,08-30-2024,Kuwait,Debit Card,Returned,7,
ORD-27202,Hoodie Brown,hoodie,LEVI'S,Brown,XXL,childrens,Wool,Autumn,145.67,10%,19,,N/A,N/A,Dubai,Credit Card,Delivered,1.2,
ORD-37012,Jacket Red,Jacket,Puma,Red,double xl,Kids,Leather,Summer,421.26,13%,16,5863.94,07-10-2022,10-17-2022,Kuwait City,Debit Card,Cancelled,,Wrong size
ORD-87787,Skirt,skirts,Forever21,Purple,  XXL  ,Unisex,Linen,Spring,342.94,,18.0,$5370.44,"April 19, 2022",25-04-2022,Beirut,Installment,Processing,4.6,Defective
ORD-93750,Blazer Red,Blaizer,Nike,Red,small,Men,Cotton,Spring,168.02,1%,3,499.02,05-06-2024,2024/06/08,Beirut,Cash,Returned,2.8,
ORD-50325,Coat,Coat,Gucci,Brown,  L  ,Men,Denim,Winter,379.73,50%,9,1708.79,19-07-2023,07-21-2023,Al Cairo,Credit Card,Cancelled,1.6,
ORD-46908,T-Shirt Brown,T-Shirt,Puma,Brown,L,Kids,Denim,N/A,136.65,0.31,9,848.60,24/02/2023,"March 10, 2023",الدوحة,installment,Returned,3.0,
ORD-75029,Shorts White,Shorts,Gucci,White,XS,M,Silk,Autumn,47.28,41%,11,306.85,2024/02/16,23/02/2024,Doha,Cash,Returned,1.8,
ORD-51527,Sweater White,Sweater,Forever21,,xlarge,F,Leather,Summer,276.48,,20,5087.23,2022/01/19,26/01/2022,Amman,installment,Pending,3.6/5,Changed mind
ORD-45247,Dress Blue,Dress,Forever21,Blue,LARGE,both,Cotton,Spring,199.87,46%,7,755.51,"April 12, 2022","April 20, 2022",Doha,Credit Card,Cancelled,4.2,Changed mind
ORD-44760,HOODIE,Hoodie,Levi's,Black,XXL,  Unisex  ,Leather,Autumn,314.37,28%,NULL,905.39 USD,03-13-2023,03-22-2023,ALEX,Cash,Pending,1.3,Wrong size
ORD-69822,Sweater Grey,Sweater,Nike,Grey,M,Kids,Silk,Autumn,,23%,12,3591.77,09-18-2022,2022/09/25,دبي,online,Delivered,4.8,Defective
ORD-41767,Dress Black,Dress,Adidas,Black,L,men,Cotton,Winter,EGP 249.35,0.05,15,3553.24,2024/11/13,23/11/2024,Dubai,Installment,Pending,2.7,
ORD-69609,Jacket Black,Jacket,Adidas,Black,X-L,male,Cotton,Autumn,-163.65,4%,,1885.25,02-24-2022,03-03-2022,Riyadh,credit card,Returned,3.2,Changed mind
ORD-53733,T-Shirt,T-Shirt,Zara,Black,xlarge,Women,Leather,Summer,448.25,18%,,3675.65,08/03/2022,15-03-2022,doha,Credit Card,Pending,2.5,
ORD-47006,T shirt,t_shirt,Levi's,White,XS,Men,Silk,Spring,271.11,32%,7,1290.48,06-01-2023,09/01/2023,KUWAIT,Debit Card,Processing,1.2,Defective
ORD-79291,Blazer Black,Blaizer,Forever21,Black,l,Female,Polyester,Spring,23.03,25%,,224.54,N/A,"August 29, 2024",Casablanca,Online,Pending,2.7,
ORD-27121,Jeans,denim pants,Puma,Brown,L,male,Cotton,Winter,242.73,6%,3,684.50,2023-12-05,,Cairo,Debit Card,Processing,1.2,Defective
ORD-33942,Skirt Yellow,skirt,Gucci,Yellow,m,Kids,Linen,Summer,467.49,50%,14,,06-27-2024,02-07-2024,Alexandria,Cash,Delivered,4.8,Changed mind
